U_elastic,P_elastic,U_fracture,P_fracture
0.0,0.0,4.51981353759766,83.0023498535156
0.1000000014901162,2.01072359085083,,
0.200000002980232,4.002820014953935,,
0.300000011920928,5.987221718099977,,
0.400000005960464,7.970247270815132,,
0.5,9.94450664520264,,
0.600000023841858,11.9142627716064,,
0.699999988079072,13.8810701370239,,
0.800000011920928,15.84079551697818,,
0.899999976158142,17.7980556488037,,
1.0,19.7483501434326,,
1.100000023841858,21.6946907043457,,
1.200000047683716,23.635484695436592,,
1.299999952316284,25.570831298828104,,
1.399999976158142,27.501106262207,,
1.5,29.425268175600056,,
1.600000023841858,31.343772888183874,,
1.700000047683716,33.256786346435526,,
1.799999952316284,35.1627159118652,,
1.899999976158142,37.0634346009148,,
2.0,38.9566383361816,,
2.09999990463256,40.84427643043698,,
2.20000004768372,42.7244071960449,,
2.29999995231628,44.5979804992676,,
2.40000009536744,46.4644203186035,,
2.5,48.3216705322266,,
2.59999990463256,50.17353439332991,,
2.70000004768372,52.0151863098145,,
2.79999995231628,53.8495597839355,,
2.90000009536744,55.6750984191895,,
3.0,57.489288334259406,,
3.09999990463256,59.29580307009753,,
3.20000004768372,61.090530395507805,,
3.29999995231628,62.87328338624122,,
3.40000009536744,64.645622253418,,
3.5,66.4035110473633,,
3.59999990463256,68.1463851928711,,
3.70000004768372,69.8746566772461,,
3.79999995231628,71.5849990844727,,
3.90000009536744,73.27485657074006,,
4.0,74.9419555664063,,
4.09999990463256,76.58196258545298,,
4.19999980926514,78.19071960457127,,
4.30000019073486,79.75994110108371,,
4.40000009536744,81.27774811144656,,
4.5,82.7258834838867,,
